"div","lon","lat"
"SKT",127.019379,37.517629
"SKT",127.019792,37.518193
"SKT",127.020127,37.517075
"SKT",127.021021,37.516977
"SKT",127.020831,37.516374
"SKT",127.022036,37.516894
"SKT",127.047183,37.526285
"SKT",127.028724,37.52662
"SKT",127.028179,37.524639
"SKT",127.026591,37.526079
"SKT",127.032748,37.528825
"SKT",127.0349874,37.5013003
"SKT",127.047403,37.481697
"SKT",127.048328,37.47532
"SKT",127.049332,37.483604
"SKT",127.063662,37.489948
"SKT",127.070001,37.494272
"SKT",127.072442,37.499192
"SKT",127.073564,37.500485
"SKT",127.074595,37.4981
"SKT",127.0305758,37.49844
"SKT",127.0349213,37.5005961
"SKT",127.080641,37.490885
"SKT",127.025792,37.520689
"SKT",127.028396,37.520839
"SKT",127.075382,37.489552
"SKT",127.077113,37.489214
"SKT",127.03303,37.522991
"SKT",127.049325,37.502418
"SKT",127.04406,37.527647
"SKT",127.04026,37.524098
"SKT",127.042933,37.524541
"SKT",127.042934,37.5239
"SKT",127.043454,37.526326
"SKT",127.044411,37.524995
"SKT",127.045981,37.524918
"SKT",127.048721,37.524604
"SKT",127.050502,37.524823
"SKT",127.045663,37.52736
"SKT",127.03976,37.524657
"SKT",127.040157,37.525771
"SKT",127.040534,37.521784
"SKT",127.041388,37.519532
"SKT",127.041655,37.527387
"SKT",127.042062,37.52182
"SKT",127.061088,37.51181
"SKT",127.060108,37.513587
"SKT",127.060243,37.51045
"SKT",127.06178,37.510535
"SKT",127.026283,37.519958
"SKT",127.033048,37.522214
"SKT",127.031713,37.497376
"SKT",127.029369,37.527492
"SKT",127.054458,37.506594
"SKT",127.038954,37.523401
"SKT",127.062224,37.511392
"SKT",127.062099,37.496217
"SKT",127.035723,37.522391
"SKT",127.033455,37.528445
"LGU+",127.1646792,37.5616221
"LGU+",127.1647095,37.5616726
"LGU+",127.1647096,37.5616708
"SKT",127.151,37.533
"LGU+",127.125678,37.543942
"LGU+",127.125741,37.544059
"SKT",127.1539533,37.5371085
"SKT",127.154,37.537
"SKT",127.154,37.538
"SKT",127.1644024,37.56048601
"SKT",127.1461655,37.53914261
"SKT",127.1419539,37.53334801
"SKT",127.145969,37.54977779
"SKT",127.1513447,37.54636142
"SKT",127.1295442,37.53243266
"SKT",127.132936,37.52601264
"SKT",127.1326724,37.55152699
"SKT",127.1272327,37.55170642
"SKT",127.1254166,37.5433935
"SKT",127.1298693,37.53980992
"SKT",127.131,37.56
"SKT",127.1318501,37.5613872
"SKT",127.131858,37.5613765
"KT",127.1739549,37.56502032
"KT",127.124954,37.52926856
"SKT",127.169,37.559
"SKT",127.132,37.543
"SKT",127.134,37.542
"LGU+",127.143221,37.537308
"LGU+",127.143546,37.538848
"SKT",127.1348172,37.5280869
"LGU+",127.144403,37.549739
"SKT",127.1273393,37.5331535
"SKT",127.127354,37.5331544
"LGU+",127.128673,37.550121
"LGU+",127.128781,37.550439
"LGU+",127.128878,37.550718
"LGU+",127.129014,37.551052
"LGU+",127.129196,37.551286
"LGU+",127.129326,37.551646
"LGU+",127.129451,37.552015
"LGU+",127.123762,37.530127
"LGU+",127.122686,37.529187
"LGU+",127.0281264,37.638331
"LGU+",127.028192,37.6383493
"LGU+",127.0243829,37.6405963
"LGU+",127.0245189,37.6406041
"LGU+",127.0344369,37.6338566
"LGU+",127.0346586,37.6337556
"LGU+",127.0249892,37.6358154
"LGU+",127.0250178,37.6357677
"LGU+",127.0443356,37.6275651
"LGU+",127.0444271,37.6274285
"LGU+",127.0397094,37.6298032
"LGU+",127.0399643,37.6298132
"LGU+",127.0171537,37.6306099
"LGU+",127.0171597,37.6305603
"LGU+",127.01146,37.653226
"LGU+",127.011788,37.651812
"LGU+",127.012213,37.652965
"LGU+",127.01223,37.653587
"LGU+",127.012236,37.652127
"LGU+",127.026983,37.6180913
"LGU+",127.027074,37.6180331
"SKT",127.0272402,37.64481637
"SKT",127.0316176,37.64207125
"SKT",127.0328342,37.64096947
"SKT",127.0335916,37.63936862
"SKT",127.0389324,37.63283408
"SKT",127.0495922,37.62440237
"LGU+",127.0241376,37.6182782
"LGU+",127.0242025,37.6182361
"LGU+",127.0237722,37.6382594
"LGU+",127.0238518,37.6382129
"LGU+",127.0130103,37.6243664
"LGU+",127.0131321,37.6242678
"KT",127.039156,37.632531
"KT",127.030149,37.612793
"KT",127.030477,37.611757
"KT",127.036053,37.634351
"LGU+",127.0168502,37.64255945
"LGU+",127.0185325,37.6229506
"LGU+",127.0187662,37.63566258
"LGU+",127.0258159,37.64192805
"LGU+",127.031001,37.636113
"LGU+",127.03,37.636
"LGU+",127.022192,37.631376
"LGU+",127.022673,37.630948
"LGU+",127.022752,37.631344
"LGU+",127.022973,37.630817
"LGU+",127.023188,37.631069
"LGU+",127.023336,37.631521
"LGU+",127.023371,37.630907
"LGU+",127.0234276,37.63081421
"LGU+",127.0211787,37.64033625
"LGU+",127.022,37.64
"LGU+",127.0298554,37.61327955
"LGU+",127.0302989,37.61311972
"LGU+",127.0307785,37.61337705
"LGU+",127.0268337,37.6380599
"LGU+",127.0269182,37.6381504
"KT",126.8462946,37.5722159
"KT",126.8464905,37.5720908
"KT",126.8445531,37.5732338
"KT",126.8445895,37.5732187
"KT",126.8444424,37.5374003
"KT",126.8444973,37.5372113
"KT",126.843112,37.5368025
"KT",126.8434005,37.5368204
"KT",126.848284,37.531955
"KT",126.8626861,37.5556379
"KT",126.862767,37.555706
"KT",126.8415004,37.5636743
"KT",126.841596,37.5637443
"KT",126.81222,37.581922
"KT",126.813796,37.581118
"KT",126.814093,37.582258
"KT",126.844802,37.541447
"KT",126.8522977,37.5422505
"KT",126.8523174,37.5423245
"KT",126.820745,37.5737058
"KT",126.8207528,37.5737239
"KT",126.8425838,37.5595766
"KT",126.8426559,37.5597392
"KT",126.8415838,37.5602407
"KT",126.8733253,37.54731105
"SKT",126.860524,37.53485293
"KT",126.850571,37.552662
"KT",126.850179,37.552729
"KT",126.837347,37.544585
"KT",126.823174,37.573343
"KT",126.822642,37.573094
"KT",126.839636,37.542705
"KT",126.838929,37.543024
"KT",126.8262932,37.54943367
"SKT",126.8120928,37.58424731
"KT",126.8600332,37.53318504
"KT",126.812138,37.572015
"KT",126.812695,37.571048
"KT",126.835615,37.548908
"KT",126.835676,37.549386
"KT",126.8437295,37.5431857
"KT",126.8437359,37.5431064
"KT",126.839289,37.534907
"KT",126.840244,37.535283
"SKT",126.8039906,37.55916709
"SKT",126.8009682,37.56514559
"LGU+",126.8463367,37.53267438
"LGU+",126.8469015,37.53169414
"LGU+",126.8480431,37.52968479
"KT",126.8300909,37.5489318
"KT",126.8305494,37.5489344
"KT",126.8512165,37.5416182
"KT",126.8514176,37.5416643
"SKT",126.8397653,37.54157666
"SKT",126.8409656,37.54170344
"SKT",126.946,37.468
"LGU+",126.9456913,37.4685949
"LGU+",126.9457081,37.468622
"SKT",126.9162373,37.47824859
"SKT",126.9318204,37.46413438
"KT",126.9352667,37.47019426
"LGU+",126.9566172,37.48720653
"SKT",126.9415751,37.48692321
"SKT",126.9464887,37.47804204
"KT",126.960849,37.477963
"KT",126.941961,37.483142
"KT",126.927276,37.483782
"KT",126.927909,37.484229
"KT",126.928242,37.484265
"KT",126.928271,37.483918
"SKT",126.9575808,37.48670006
"SKT",126.9456468,37.49160341
"SKT",126.9312669,37.46679699
"SKT",126.9198655,37.46483912
"SKT",126.9480897,37.48436063
"SKT",126.916762,37.486792
"SKT",126.916859,37.486418
"SKT",126.916944,37.486022
"SKT",126.917199,37.485211
"SKT",126.938043,37.485801
"SKT",126.938,37.486
"SKT",126.954028,37.483633
"SKT",126.917126,37.484675
"SKT",126.926371,37.483082
"SKT",126.926948,37.482641
"SKT",126.927611,37.482191
"SKT",126.928012,37.481866
"SKT",126.965599,37.474794
"SKT",126.909881,37.482647
"SKT",126.910622,37.482787
"SKT",126.911329,37.482432
"SKT",126.947,37.486
"LGU+",126.902722,37.48390033
"LGU+",126.9801252,37.47579368
"LGU+",126.9813068,37.47575811
"LGU+",126.9521815,37.47944823
"LGU+",126.9544317,37.48316089
"LGU+",126.9135609,37.48598292
"SKT",126.913881,37.4860187
"SKT",126.914,37.486
"LGU+",126.9375998,37.4705856
"LGU+",126.9377432,37.46914174
"LGU+",126.937649,37.469212
"LGU+",126.928117,37.483867
"LGU+",126.9296117,37.48349981
"LGU+",126.9298047,37.48509119
"LGU+",126.9297472,37.4851238
"SKT",127.068,37.546
"SKT",127.0921305,37.5482186
"SKT",127.0947253,37.5368976
"SKT",127.0948278,37.5367897
"SKT",127.091,37.559
"SKT",127.074,37.556
"SKT",127.069,37.539
"SKT",127.083,37.552
"SKT",127.079,37.553
"SKT",127.069,37.537
"SKT",127.0665924,37.53025975
"SKT",127.0735211,37.52926632
"SKT",127.0906384,37.5405547
"SKT",127.08,37.568
"LGU+",127.1003546,37.5523263
"LGU+",127.1003908,37.5523165
"SKT",127.068,37.535
"SKT",127.066,37.533
"SKT",127.0774785,37.55078496
"SKT",127.0780241,37.54994547
"SKT",127.0793662,37.54915908
"SKT",127.0801109,37.5470238
"SKT",127.0805027,37.54943723
"SKT",127.0807124,37.55091034
"SKT",127.0807817,37.55128694
"SKT",127.0807614,37.54779098
"SKT",127.0768091,37.54913097
"SKT",127.0810568,37.55234639
"SKT",127.0838738,37.54783887
"SKT",127.0878583,37.5321399
"SKT",127.082,37.534
"SKT",127.07,37.534
"SKT",127.0776029,37.5357379
"SKT",127.084615,37.5699808
"SKT",127.0846172,37.5700034
"SKT",127.079,37.565
"LGU+",127.084,37.56
"SKT",127.0706117,37.5445442
"SKT",127.092,37.557
"SKT",127.067,37.543
"LGU+",127.0695076,37.5416587
"SKT",127.072,37.546
"LGU+",127.0856795,37.54247666
"SKT",127.0805284,37.55375786
"LGU+",127.072922,37.53382932
"LGU+",127.080078,37.56065237
"LGU+",127.0815263,37.56027297
"LGU+",127.0801187,37.56881199
"LGU+",127.0881124,37.58293344
"LGU+",127.0670826,37.53858579
"LGU+",127.0651798,37.54029853
"SKT",127.0916438,37.55216693
"SKT",127.063389,37.538288
"SKT",127.064011,37.537608
"SKT",127.065187,37.536494
"SKT",127.081427,37.571506
"SKT",127.088763,37.557409
"SKT",127.078989,37.534909
"SKT",127.079441,37.534472
"SKT",127.080306,37.533832
"SKT",127.081068,37.563483
"SKT",127.081102,37.564195
"SKT",127.081651,37.563969
"SKT",127.069752,37.544047
"LGU+",127.0938949,37.537047
"LGU+",127.0939015,37.5370669
"LGU+",127.0650175,37.54242411
"LGU+",127.0659147,37.5408738
"LGU+",127.0690296,37.54277941
"LGU+",127.0694226,37.539705
"SKT",127.07,37.542
"LGU+",127.0706741,37.54052565
"LGU+",127.0709606,37.54274251
"LGU+",127.0724394,37.5471697
"SKT",126.8886461,37.50317783
"SKT",126.8889418,37.5028405
"SKT",126.8909842,37.5
"SKT",126.892408,37.49857559
"SKT",126.8518866,37.50541606
"SKT",126.8526832,37.50429048
"SKT",126.853528,37.50532138
"KT",126.892,37.491
"KT",126.829,37.501
"KT",126.829,37.502
"KT",126.888753,37.5101693
"KT",126.889177,37.51035441
"KT",126.891,37.508
"LGU+",126.84,37.502
"LGU+",126.841,37.502
"LGU+",126.838,37.502
"LGU+",126.839,37.502
"LGU+",126.825,37.495
"KT",126.887,37.495
"LGU+",126.844,37.495
"KT",126.902069,37.484751
"KT",126.892227,37.490155
"KT",126.843333,37.495673
"LGU+",126.883478,37.4913742
"SKT",126.8907801,37.48697299
"LGU+",126.8516476,37.48502516
"SKT",126.8296781,37.49899852
"LGU+",126.8502668,37.49393482
"SKT",126.8907163,37.48106322
"SKT",126.8446526,37.49259093
"LGU+",126.8233172,37.49672495
"LGU+",126.880144,37.49733507
"KT",126.851036,37.502514
"KT",126.8856,37.489542
"KT",126.88556,37.490208
"KT",126.844,37.496
"LGU+",126.9,37.486
"LGU+",126.902,37.484
"LGU+",126.8924936,37.48579429
"LGU+",126.8959641,37.48566627
"LGU+",126.8984046,37.4838745
"KT",126.901443,37.484542
"KT",126.866743,37.500321
"LGU+",126.904072,37.453335
"KT",126.904,37.446
"LGU+",126.9034546,37.44992051
"LGU+",126.9037006,37.46886719
"LGU+",126.9051122,37.45799087
"LGU+",126.8995054,37.46184392
"LGU+",126.9056387,37.46310656
"LGU+",126.8901533,37.46253478
"LGU+",126.9075332,37.44057484
"LGU+",126.8793389,37.4800687
"LGU+",126.9095131,37.45289234
"KT",126.9139263,37.45126255
"LGU+",126.900661,37.472825
"LGU+",126.900709,37.473501
"LGU+",126.900721,37.473254
"LGU+",126.9007603,37.4740739
"LGU+",126.900831,37.474195
"LGU+",126.900859,37.474469
"LGU+",126.9008948,37.474656
"LGU+",126.9009039,37.4747849
"KT",126.9020384,37.45408292
"KT",126.902,37.454
"KT",126.903,37.454
"KT",126.902,37.453
"KT",126.903,37.452
"LGU+",126.901397,37.454914
"LGU+",126.891119,37.478172
"LGU+",126.879101,37.479483
"LGU+",126.888896,37.476717
"LGU+",126.906697,37.470391
"LGU+",126.909643,37.450661
"LGU+",126.8962723,37.4666753
"KT",127.066,37.649
"SKT",127.051831,37.62966728
"KT",127.076,37.637
"KT",127.070931,37.648767
"KT",127.076731,37.668765
"LGU+",127.0590732,37.63827389
"LGU+",127.0604174,37.63972617
"LGU+",127.0636353,37.64652324
"LGU+",127.0684205,37.6501333
"LGU+",127.0719826,37.65516349
"KT",127.061355,37.644225
"KT",127.061596,37.643989
"KT",127.068065,37.640295
"KT",127.083,37.639
"KT",127.085,37.638
"KT",127.051,37.669
"KT",127.051,37.67
"KT",127.051,37.668
"KT",127.077,37.669
"KT",127.061612,37.674541
"KT",127.063222,37.645631
"KT",127.063813,37.650709
"KT",127.064618,37.650875
"SKT",127.064954,37.64059153
"SKT",127.0654113,37.6407343
"SKT",127.0659118,37.63888654
"SKT",127.0661817,37.63901183
"SKT",127.0664137,37.63905938
"SKT",127.0672934,37.64160456
"KT",127.074182,37.645026
"KT",127.068423,37.623951
"KT",127.060403,37.657993
"KT",127.071,37.635
"KT",127.077,37.625
"KT",127.0663853,37.63895066
"KT",127.073627,37.623134
"KT",127.074147,37.622828
"KT",127.072763,37.626595
"KT",127.066527,37.639235
"KT",127.064401,37.643989
"KT",127.074808,37.619539
"KT",127.075187,37.619705
"KT",127.074464,37.64277862
"KT",127.0726996,37.65910283
"KT",127.0564937,37.64209213
"KT",127.0726996,37.65910283
"LGU+",127.0726692,37.62246612
"KT",127.0731106,37.64401021
"LGU+",127.0783336,37.66785405
"KT",127.0564991,37.64244307
"KT",127.0542919,37.62367792
"SKT",127.074929,37.62280482
"KT",127.0753493,37.62245182
"KT",127.0763407,37.62265841
"KT",127.0769865,37.62278864
"KT",127.0691204,37.66038257
"KT",127.0699697,37.65970634
"KT",127.0726631,37.62194085
"SKT",127.0601608,37.62289004
"SKT",127.0612983,37.62304321
"KT",127.058211,37.64476
"SKT",127.0627752,37.65538813
"SKT",127.0639354,37.65517534
"SKT",127.0652133,37.65584927
"LGU+",127.0641768,37.65578221
"SKT",127.0624018,37.656783
"SKT",127.059402,37.65414622
"SKT",127.0605858,37.65349601
"SKT",127.0631279,37.65469853
"SKT",127.0765337,37.6504509
"KT",127.055,37.672
"KT",127.065,37.659
"KT",127.059,37.633
"KT",127.05,37.628
"KT",127.074,37.651
"KT",127.067,37.632
"SKT",127.0326622,37.65975256
"KT",127.034,37.654
"SKT",127.0508416,37.658021
"SKT",127.0401612,37.68698319
"KT",127.0465124,37.66970709
"LGU+",127.0406936,37.66421867
"KT",127.0350053,37.66827018
"KT",127.0280284,37.65912596
"LGU+",127.0260814,37.64802134
"KT",127.0284897,37.65646975
"KT",127.035655,37.64141643
"KT",127.0515709,37.65224938
"KT",127.0435955,37.65632368
"SKT",127.038449,37.654162
"SKT",127.038727,37.654185
"SKT",127.038947,37.654135
"SKT",127.046151,37.664057
"SKT",127.026049,37.647246
"SKT",127.0384607,37.65413878
"KT",127.038081,37.654651
"KT",127.038352,37.654429
"KT",127.046384,37.669062
"KT",127.051146,37.654281
"KT",127.0356541,37.64140967
"SKT",127.0303255,37.66319918
"SKT",127.0474328,37.66974322
"SKT",127.0414218,37.6367123
"SKT",127.027851,37.662192
"SKT",127.034697,37.664871
"SKT",127.034958,37.665043
"SKT",127.035241,37.665241
"SKT",127.035678,37.665538
"SKT",127.036081,37.665826
"SKT",127.036267,37.665957
"SKT",127.036198,37.640292
"SKT",127.036629,37.640089
"SKT",127.037354,37.639679
"SKT",127.037637,37.639382
"SKT",127.038215,37.639161
"KT",127.033,37.648
"SKT",127.038561,37.638931
"SKT",127.039308,37.638512
"SKT",127.039795,37.638205
"SKT",127.0136344,37.65153473
"KT",127.033,37.663
"KT",127.047,37.652
"KT",127.049,37.654
"SKT",127.049235,37.573663
"SKT",127.049744,37.573374
"LGU+",127.073,37.572
"SKT",127.068,37.564
"SKT",127.067,37.568
"SKT",127.032,37.581
"SKT",127.026,37.58
"SKT",127.0239925,37.57275677
"SKT",127.0406984,37.57982399
"SKT",127.0614638,37.59634304
"SKT",127.069,37.572
"SKT",127.0395408,37.57444037
"SKT",127.073567,37.567388
"SKT",127.0747,37.568041
"LGU+",127.0594785,37.57208602
"LGU+",127.0480003,37.57179843
"SKT",127.0637132,37.57179393
"KT",127.0501939,37.58725857
"LGU+",127.0576315,37.57849481
"SKT",127.0296867,37.57866591
"LGU+",127.0297093,37.57867678
"LGU+",127.0565254,37.59449698
"SKT",127.068709,37.60226
"SKT",127.0662435,37.56793375
"SKT",127.0476741,37.57798203
"LGU+",127.0478677,37.57552927
"LGU+",127.0517718,37.58452991
"LGU+",127.044935,37.58662999
"SKT",127.042717,37.58755
"SKT",127.065751,37.592887
"LGU+",127.0658127,37.59290597
"KT",127.057205,37.568449
"KT",127.045499,37.580425
"KT",127.045737,37.580226
"KT",127.045918,37.580487
"KT",127.046003,37.580348
"KT",127.047397,37.586563
"KT",127.0402288,37.57474984
"LGU+",127.0246097,37.57392115
"KT",127.0732735,37.58311635
"SKT",127.0614638,37.59634304
"SKT",127.0617724,37.5963166
"SKT",127.058343,37.567172
"KT",127.050947,37.569101
"KT",127.052508,37.567851
"KT",127.052949,37.566986
"SKT",127.0378284,37.57912586
"SKT",127.042211,37.57983955
"LGU+",127.0569617,37.57821696
"SKT",127.034,37.586
"SKT",127.0239925,37.57275677
"SKT",127.024499,37.57375789
"SKT",127.0441604,37.58135617
"SKT",127.0255604,37.57274145
"SKT",127.055106,37.590928
"SKT",127.051,37.591
"SKT",127.052,37.59
"SKT",127.054,37.593
"SKT",127.051,37.581
"SKT",127.053,37.583
"SKT",127.0367679,37.57876385
"SKT",127.0378284,37.57912586
"SKT",127.071,37.573
"SKT",127.067,37.584
"SKT",126.9393389,37.51243249
"LGU+",126.955,37.51
"LGU+",126.967,37.486
"LGU+",126.98,37.481
"LGU+",126.943,37.503
"SKT",126.97,37.48
"SKT",126.952434,37.514532
"SKT",126.928,37.51
"LGU+",126.935,37.5
"LGU+",126.979,37.504
"LGU+",126.945,37.499
"SKT",126.9165577,37.49047956
"SKT",126.9187321,37.49242992
"SKT",126.9201392,37.49157863
"SKT",126.9211987,37.49401094
"SKT",126.9212906,37.49201447
"SKT",126.9218795,37.49391604
"SKT",126.954,37.511
"SKT",126.949,37.514
"SKT",126.948509,37.514165
"SKT",126.975,37.486
"LGU+",126.935,37.493
"LGU+",126.941,37.496
"LGU+",126.943,37.493
"LGU+",126.953,37.494
"LGU+",126.939,37.496
"LGU+",126.944,37.509
"SKT",126.94,37.512
"LGU+",126.949,37.5
"LGU+",126.943,37.509
"LGU+",126.963,37.511
"LGU+",126.913,37.494
"LGU+",126.913,37.495
"LGU+",126.952,37.507
"LGU+",126.943,37.503
"LGU+",126.933,37.504
"LGU+",126.934,37.497
"LGU+",126.951,37.502
"LGU+",126.956325,37.496473
"LGU+",126.956563,37.505573
"SKT",126.9373594,37.50850173
"SKT",126.9263169,37.50816153
"SKT",126.9787666,37.48310488
"SKT",126.9792625,37.48870587
"SKT",126.9720812,37.48664243
"SKT",126.9716347,37.4809448
"SKT",126.9530605,37.49808686
"LGU+",126.942306,37.50546966
"LGU+",126.9313418,37.49920091
"SKT",126.9313418,37.49920091
"LGU+",126.9100533,37.48894735
"SKT",126.9614,37.50940583
"SKT",126.941,37.505
"LGU+",126.9742563,37.48585409
"LGU+",126.9673614,37.48404699
"LGU+",126.957,37.496
"SKT",126.9798892,37.47700705
"SKT",126.932449,37.500084
"SKT",126.940627,37.504661
"LGU+",126.9419909,37.51338327
"LGU+",126.9444952,37.5136021
"LGU+",126.9445459,37.513633
"LGU+",126.9446001,37.5136468
"LGU+",126.944964,37.513957
"LGU+",126.9451614,37.51418665
"SKT",126.94,37.512
"LGU+",126.8724362,37.57015746
"LGU+",126.8698136,37.57526835
"LGU+",126.8732457,37.5736868
"LGU+",126.896,37.558
"LGU+",126.886274,37.56905745
"LGU+",126.872529,37.570263
"LGU+",126.879155,37.567391
"SKT",126.8946761,37.57833193
"SKT",126.9019541,37.5661849
"SKT",126.9456361,37.55000258
"KT",126.9021037,37.56599897
"KT",126.944729,37.556558
"KT",126.944752,37.556689
"KT",126.912623,37.550814
"KT",126.914396,37.548649
"SKT",126.9018416,37.56693128
"SKT",126.9084126,37.55372075
"SKT",126.94434,37.55043108
"SKT",126.9008022,37.56544895
"SKT",126.9426218,37.55598806
"KT",126.953,37.546
"LGU+",126.898711,37.565855
"KT",126.954,37.545
"LGU+",126.905889,37.556981
"LGU+",126.905996,37.556612
"LGU+",126.906223,37.555937
"KT",126.922,37.553
"KT",126.946,37.551
"LGU+",126.905501,37.558387
"LGU+",126.905608,37.558094
"KT",126.913,37.548
"LGU+",126.924,37.558
"LGU+",126.925,37.557
"LGU+",126.921,37.552
"LGU+",126.922,37.554
"LGU+",126.924,37.553
"LGU+",126.921,37.551
"LGU+",126.924,37.552
"LGU+",126.937373,37.55485258
"LGU+",126.944,37.54
"LGU+",126.921698,37.55507928
"LGU+",126.9236901,37.55425218
"LGU+",126.9234756,37.5517728
"LGU+",126.9243428,37.55285802
"LGU+",126.922859,37.555926
"LGU+",126.9365122,37.57890756
"LGU+",126.958,37.558
"LGU+",126.924,37.582
"SKT",126.9124958,37.58635803
"SKT",126.9125197,37.58638665
"LGU+",126.918,37.568
"LGU+",126.9381052,37.57949603
"LGU+",126.9394524,37.58043955
"LGU+",126.954,37.572
"LGU+",126.958,37.569
"LGU+",126.957,37.568
"LGU+",126.947,37.603
"LGU+",126.947,37.604
"LGU+",126.949,37.602
"LGU+",126.947,37.599
"LGU+",126.9379177,37.58170937
"KT",126.9315431,37.58081495
"KT",126.9380661,37.57914
"KT",126.9489454,37.60173218
"KT",126.942368,37.558859
"KT",126.942555,37.558738
"KT",126.934493,37.556049
"KT",126.935705,37.555527
"LGU+",126.916115,37.569761
"LGU+",126.922718,37.577433
"LGU+",126.961076,37.570726
"LGU+",126.961806,37.570186
"LGU+",126.949211,37.599049
"LGU+",126.925,37.58
"LGU+",126.936748,37.559241
"LGU+",126.938322,37.558936
"LGU+",126.945463,37.559484
"LGU+",126.9359408,37.55768268
"LGU+",126.9367907,37.55826361
"LGU+",126.9368026,37.55658059
"LGU+",126.9387039,37.55860076
"LGU+",126.9408999,37.55917162
"LGU+",126.9428719,37.55902122
"LGU+",126.9445563,37.55912929
"LGU+",126.9445686,37.55874554
"LGU+",126.9456947,37.55842657
"LGU+",126.957,37.559
"LGU+",126.930335,37.567265
"KT",126.9927565,37.5077603
"LGU+",127.041631,37.471142
"LGU+",127.056803,37.444105
"SKT",127.0195806,37.49006433
"SKT",127.0250071,37.49208269
"SKT",127.0125098,37.48358141
"SKT",127.015339,37.49594696
"SKT",127.0221703,37.50270072
"SKT",127.012113,37.51355388
"LGU+",127.0090049,37.4777022
"LGU+",126.992488,37.48902888
"LGU+",127.03599,37.48187684
"KT",126.981452,37.475371
"KT",127.023102,37.504263
"KT",127.025787,37.501704
"KT",127.025872,37.502262
"KT",127.026301,37.500866
"KT",127.026996,37.499924
"KT",127.0246724,37.48173288
"LGU+",127.022592,37.50367955
"LGU+",127.0238564,37.50199103
"LGU+",127.0241736,37.50099814
"LGU+",127.024354,37.49886109
"LGU+",127.024459,37.50005877
"LGU+",127.0247576,37.50165417
"LGU+",127.0251038,37.50165807
"LGU+",127.0264351,37.49943645
"LGU+",127.0167514,37.4838703
"LGU+",127.0174372,37.4850395
"LGU+",127.0175475,37.4849552
"LGU+",126.998417,37.497081
"LGU+",126.982929,37.477465
"LGU+",126.9820617,37.47704555
"LGU+",126.9838937,37.47783848
"LGU+",127.010279,37.487299
"LGU+",126.9982018,37.49613803
"LGU+",126.9982242,37.49787829
"LGU+",126.9988301,37.49688301
"LGU+",126.9990171,37.49939805
"LGU+",126.9991176,37.49770772
"LGU+",127.037,37.482
"LGU+",127.033,37.484
"SKT",127.0475537,37.55427468
"SKT",127.049183,37.55487953
"SKT",127.0501956,37.55570989
